"","population","householdsize","racepctblack","racePctWhite","racePctAsian","racePctHisp","agePct12t21","agePct65up","medIncome","pctWWage","pctWFarmSelf","pctWInvInc","pctWSocSec","pctWPubAsst","pctWRetire","medFamInc","perCapInc","whitePerCap","blackPerCap","indianPerCap","AsianPerCap","OtherPerCap","HispPerCap","PctPopUnderPov","PctLess9thGrade","PctNotHSGrad","PctBSorMore","PctUnemployed","PctEmploy","PctEmplManu","PctEmplProfServ","PctOccupManu","PctOccupMgmtProf","MalePctDivorce","MalePctNevMarr","FemalePctDiv","PersPerFam","PctFam2Par","PctKids2Par","PctYoungKids2Par","PctTeen2Par","PctWorkMomYoungKids","PctWorkMom","PctKidsBornNeverMar","NumImmig","PctImmigRec10","PctRecImmig10","PctNotSpeakEnglWell","PctLargHouseFam","PctLargHouseOccup","PersPerOccupHous","PersPerOwnOccHous","PersPerRentOccHous","PctPersOwnOccup","PctPersDenseHous","PctHousLess3BR","MedNumBR","HousVacant","PctHousOccup","PctHousOwnOcc","PctVacantBoarded","PctVacMore6Mos","MedYrHousBuilt","PctHousNoPhone","PctWOFullPlumb","OwnOccMedVal","RentMedian","MedRent","MedRentPctHousInc","MedOwnCostPctInc","MedOwnCostPctIncNoMtg","PctForeignBorn","PctBornSameState","PctSameHouse85","PctSameCity85","PctSameState85","LandArea","PopDens","PctUsePubTrans","murders","rapes","robberies","assaults","burglaries","larcenies","autoTheft","arsons","ViolentCrimesPerPop","nonViolPerPop"
"77",41832,2.57,0.92,97.32,0.43,3.8,12.82,13.48,30638,74.92,0.34,39.64,32.94,7.2,23.56,36016,13338,13338,12804,12085,6830,574,12954,8.53,10.39,32.44,6.77,7.78,57.41,26.53,17.79,22.69,14.58,10.39,28.63,12.81,3.1,74.68,72.53,83.69,81.52,54.94,64.36,1.47,3.96586345381526,9.76,0.39,0.68,4.37,3.12,2.57,2.68,2.16,81.89,2.18,41.67,3,506,96.98,78.45,1.19,23.52,1953,1.94,0.2,44500,370,432,23.8,16.3,13.8,3.97,74.22,64.78,93.89,96.19,6.1,6903,1.21,5,1973.524656713,348,61,387,235,342,28,5707.4121646419,1337
"78",24846,2.91,25.13,69.39,4.32,1.92,32.5,6.14,21219,79.36,0.41,33.33,17.19,10.86,10.17,31544,10655,11717,8490,12330,6331,1848,7542,29.47,5.8,17.84,34.17,7.5,63.97,10.64,37.46,11.06,24.61,7.96,63.35,9.63,3.04,55.26,51.21,60.28,57.32,57.26,67.1,9.82,7.15205666908154,74.51,5.33,0.83,6.11,3.29,2.38,2.68,2.23,37.88,6.96,67.94,2,770,91.74,33.69,7.53,31.3,1954,4.9,0.59,65900,374,402,30.5,19.5,13.9,7.15,64.38,32.43,53.88,85.21,4.5,5501.8,3.53,4,2140.8493120987,19,232,523,1336,99,56,9642.7968771581,1605
"79",13334,3.01,51.51,45.9,1.18,3.01,16.59,8.6,40369,85.26,0.18,37.53,23.74,4.33,16.66,43500,14112,15100,12917,33010,24866,350,7250,7.73,3.58,14.64,19.89,9.73,66.41,13.97,25.83,13.08,26.65,9.24,30.99,14.46,3.42,70.14,64.68,85.71,69.75,73.8,82.11,2.82,2.99985000749962,9,0.27,0.57,8.47,6.57,2.97,3.07,2.55,83.61,3.45,28.87,3,382,92.06,80.92,0.26,69.11,1968,2.35,0.17,68200,503,588,27.6,21.6,12.7,3,70.82,54.95,92.8,94.7,3.5,3814.1,13.96,0,4890.6879797391,182,408,902,794,101,2,41103.1046928086,1084
"80",12408,3.43,0.13,98.62,0.49,0.57,18.11,1.91,46101,95.43,0.55,41.44,7.08,3.12,6.21,47161,15387,15445,40000,6587,0,649,12642,2.04,1.84,7.5,14.35,4.97,78.37,27.01,18.61,15.91,22.24,6.44,26.78,6.7,3.6,90.82,88.51,95.2,89.07,66.98,77.12,0.97,1.25725338491296,0,0,0.23,6.36,5.72,3.43,3.45,2.69,97.24,1.66,12.71,3,54,98.53,96.49,1.85,40.74,1977,0.14,0.57,87200,502,575,24.8,21.1,10.6,1.26,82.73,62.52,79.3,96.25,29.8,416.1,1.69,2,958.3881467271,131,546,832,765,341,50,13196.2294223654,578
"81",18482,2.74,0.39,98.79,0.51,0.59,16.87,4.77,36582,91,1.15,51.78,12.07,2.49,8.72,42733,14557,14602,5596,0,10112,227,9238,5.63,1.84,6.14,29.1,2.07,80.9,10.67,26.39,8.89,31.51,6.87,27.53,9.84,3.15,84.14,85.22,89.98,85.59,75.68,79.76,0.89,0.611405692024673,30.09,0.18,0.12,2.86,2.09,2.7,2.99,2.17,71.85,1.85,43.35,3,227,96.75,64.98,0.44,14.1,1973,0.87,0,70200,362,430,22.8,19.2,12.4,0.61,76.88,42.6,71.77,91.76,13.6,1356.3,0.24,0,49,3,26,828,984,3,-0.117984,1569,9819.72738881074
"82",17076,2.65,9.61,86.15,2.41,2.9,18.14,5.61,34825,88.5,0.42,43.03,14.25,6.11,10.8,38008,15169,15515,13365,15229,12080,8,11185,7.38,5.18,18.18,23.64,4.18,72.13,22.36,24.01,13.49,27.84,10.21,39.09,14.5,2.94,69.34,67.87,75.78,77.71,59.24,70.48,5.93,4.67908175216678,47.68,2.23,1.16,3.32,2.19,2.41,2.63,2.16,58.79,2.31,63.7,2,616,91.29,53.91,2.27,12.99,1971,2.23,0.5,68900,516,562,23.2,19.2,12.8,4.68,71.26,39.73,74.27,90.6,17.2,992.3,0.31,0,2481.445398155,132,564,240,1223,616,122,18607.6680613434,1406
"83",34598,3.1,0.91,96.66,1.92,1.01,15.67,2.29,49981,95.21,0.97,52.57,7.31,2.3,6.11,53641,18173,18377,16913,26248,8342,1781,8710,3.49,1.71,4.59,36.59,3.49,80.9,17.18,21.47,7.56,33.52,5.82,25.9,9.34,3.41,86.28,86.82,90.9,84.53,66.84,76.02,1.25,2.22267183074166,48.76,1.08,0.51,4.27,3.55,3.09,3.17,2.5,89.78,1.25,25.94,3,393,96.59,87.38,0.51,27.99,1979,0.31,0.06,101100,532,592,28.6,22.3,12,2.22,60.58,44.48,66.11,84.26,18,1925.8,2.11,0,3939.4919693018,330,248,292,1425,444,41,13057.0899164744,664
"84",21096,2.26,19.36,70.17,9.01,3.83,13.15,5.86,38956,89.03,0.83,47.21,11.39,2.09,10.35,46760,19323,20403,18476,6250,14030,143,12913,9.61,2.49,8.76,44.72,3.76,76.05,6.11,33.76,4.9,41.62,10.63,47.21,15.68,2.84,67.54,67.37,89.57,72.26,64.31,76.44,2.39,15.3488813045127,67.33,10.33,2.32,2.59,1.37,2.24,2.16,2.31,42.64,4.97,66.82,2,591,94.05,44.34,0,5.25,1967,1.04,0.12,96800,685,705,24.7,19.9,11.8,15.35,24.43,30.98,61.96,71.93,6.2,3426.9,9.48,1,23,283,429,7,1270,201,873.918266,1423,11148.6455536595
"85",22591,2.74,1.6,92.56,3.47,11.16,13.15,7.36,45764,89.31,0.37,54.28,17.6,2.04,10.63,50943,20045,20433,16656,11583,16528,255,9556,3.26,6.32,13.89,27.63,2.81,76.13,21.35,15.31,11.19,27.05,7.16,33.69,11.67,3.15,81.5,79.78,95.6,73.4,59.11,70.64,1.5,13.1910937984153,61.64,8.13,6.27,5.45,4.1,2.7,2.72,2.67,71.61,4.7,48.32,3,347,95.96,71.25,0,11.82,1966,0.91,0.07,127300,614,676,22.3,19.4,11.9,13.19,64.52,53.62,81.41,87.58,5.5,4137.5,4.45,0,1825.3560726151,330,298,104,1209,486,79,10859.8825754287,928
"86",21977,2.77,2.83,94.47,0.74,0.59,21.41,10.49,24365,77.85,0.16,48.61,25.84,7.84,15.71,33207,12035,12393,3423,9101,4148,1345,6186,16.57,7.28,16.82,30.09,7.2,57.21,4.27,40.58,9.55,30.95,9.02,47.22,10.99,2.96,69.74,70.48,77.38,78.16,67.37,74.96,2.16,2.04304500159257,22.49,0.46,0.51,2.67,1.64,2.34,2.71,1.97,58.51,1.03,53.8,2,274,96.67,50.6,2.19,35.77,1953,2.48,0.55,50700,299,346,26.5,18.3,13.9,2.04,74.78,43.99,67.59,90.48,11.8,1859.9,0.91,0,1428.8038392645,206,203,650,1175,275,50,8362.39632008236,744
"87",12023,2.71,0.47,97.67,0.75,1.35,20.81,11.49,25392,77.81,2.86,50.94,27.02,6.48,8.3,32560,11851,12072,2707,3476,2948,702,2397,13.02,14.07,22.2,23.36,4.37,66.71,15.53,27.51,15.21,26.12,5.3,38.59,7.42,3.05,79.91,80.25,87.97,78.39,71.04,80.08,1.02,1.19770439990019,52.08,0.62,0.6,3.3,2.14,2.43,2.79,1.95,65.93,1.04,49.3,3,249,94.69,57.55,0.8,53.01,1971,2.99,0.32,60000,279,320,24.9,16.7,11.7,1.2,70.76,43.35,68.64,87.02,7.6,1582.1,0.91,0,608.2163378586,206,138,759,713,187,50,7919.95623270897,717
"88",11618,2.54,4.86,91.91,0.41,4.75,12.23,15.48,22098,68.69,1.39,40.1,34.57,7.36,16.22,28179,11065,11108,8735,13560,55733,137,10887,12.84,9.6,20.68,11.47,7.52,52.13,31.07,19.01,25,18.8,12.02,28.46,12.56,2.94,70.42,68.74,76.01,70.33,70.11,73.77,2.02,1.01566534687554,7.63,0.08,0.78,3.01,1.99,2.34,2.45,2.07,73.25,1,52.47,2,629,87.92,69.83,3.97,57.07,1940,6.86,1.02,33600,211,290,26.8,18.7,13.7,1.02,69.23,55.42,84.88,92.72,9.6,1211.1,0.44,0,78,3,484,810,931,151,1896.191064,1856,32606.2236529523
"89",17715,2.7,0.07,98.35,1.46,0.7,11.3,16.5,55657,78.08,0.9,71.97,33.51,2.04,22.76,62302,26992,27021,0,0,25777,2,49433,1.74,2.55,8.42,44.58,2.21,60.38,16.39,38.26,4.7,51.68,3.91,24.41,6.39,3.08,87.48,86.15,97.58,86.45,51.83,60.2,0.06,7.8069432684166,14.61,1.14,0.74,3.5,2.79,2.69,2.7,2.54,94.27,0.37,18.12,3,111,98.34,93.92,0,26.13,1952,0.32,0,134600,608,775,26.8,18.7,14.4,7.81,76.96,70.61,87.78,96.44,3.4,5241.1,1.73,0,48.971545465,4,3,283,697,323,2,315.9556616709,276
"90",11604,2.98,2.7,95.94,0.41,0.89,17.5,7.7,47421,87.28,1.06,54.42,20.42,2.9,16.27,50901,17272,17818,240,12219,14972,1821,6946,2.87,2.53,12.96,21.08,4.31,67.01,26.43,24.17,15.59,28.95,6.93,33.65,8.55,3.19,87.19,73.8,93.4,94.39,64.18,76.05,0.97,2.87831782144088,13.47,0.39,0.7,4.17,3.37,2.86,2.91,2.49,88.37,1.7,32.19,3,364,91.45,86.66,1.65,65.11,1971,0.67,0.52,102000,460,526,21.7,20.3,13.5,2.88,77.72,51.69,61.48,93.38,35.9,322.8,0,0,1911.7224388296,3,101,794,384,151,79,17370.9276010824,383
"91",33429,2.79,0.79,91.5,6.84,3.57,12.43,6.63,48863,89.87,0.79,53.82,16.1,2.26,10.91,53795,19262,19480,16200,21555,16833,583,14435,2.72,3.54,12.25,26.51,2.48,75.02,22.36,16.24,10.93,32.42,6.24,27.7,9.44,3.25,87.89,86.92,95.35,84.72,56.25,67.65,0.54,9.40201621346735,33.18,3.12,1.93,4.37,3.3,2.77,2.97,2.12,82.09,1.6,34.58,3,414,96.67,76.58,0.72,14.25,1973,0.21,0,137900,591,647,24.1,21,11.9,9.4,72.3,55.45,85.48,91.65,11.1,3001.9,4.43,0,3282.563336761,4,372,195,1439,620,41,10944.2799268928,851
"92",61840,2.38,15.58,82.19,0.26,1.2,12.62,17.36,20641,66.15,0.26,36.04,38.44,12.73,22.5,26810,10904,11593,7854,5884,11654,1910,10145,18.64,11.7,32.33,9.75,10.83,51.23,22.77,24.86,19.64,17.95,11.1,32.48,13.35,3.01,58.52,57.24,62.44,67.03,53.02,63.99,6.18,6.44243208279431,10.22,0.66,0.94,4.2,2.65,2.35,2.55,2.09,60.85,1.65,47.72,3,2665,90.69,55.99,11.44,54.75,1942,7,0.25,45100,257,330,30.8,17.9,15,6.44,76.41,63.29,92.5,96.32,14.6,4248.1,3,3,95,139,156,27,696,465,822.7347032,1677,3251.51148641656
"93",13367,2.38,0.2,99.28,0.3,0.53,13.18,19.47,21114,64.64,0.71,37.28,38.51,10.92,16.22,27909,12559,12583,0,7200,12532,2,1008,17.25,17.86,34.83,17,4.42,51.16,19.91,22.02,17.01,27.13,10.33,21.34,13.45,2.83,75.02,71.58,86.21,76.04,53.34,69.4,0.56,0.306725518066881,60.98,0.19,0.28,1.94,1.3,2.27,2.43,2.04,63.1,1.03,43.27,3,313,94.72,58.91,1.28,30.99,1965,6.17,0.13,60900,196,286,27.8,18.1,12.1,0.31,78.31,51.7,82.24,91.51,16.2,825.7,0.11,0,78,353,452,53,1054,334,1006.771776,1124,18312.0503927583
"94",22922,2.25,8.23,90,1.33,0.83,15.4,12.46,30516,80.74,0.6,49.69,23.09,2.61,13.47,42598,17582,18316,11132,15965,7671,382,17572,6.66,2.64,9.38,42.02,3.15,63.2,7.99,32.92,4.85,43.79,9.29,35.85,14.36,2.81,73.75,74.3,91.92,81.16,66.59,74.28,1.87,3.28941628130181,48.14,1.58,0.8,1.71,0.94,2.08,2.33,1.8,59.17,0.77,55.76,2,538,94.99,52.83,0.37,28.81,1960,1.23,0.41,89100,345,418,22.4,16.4,12.2,3.29,66.17,42.54,78.73,87.43,7.6,3001.8,0.66,2,99,323,224,223,69,160,2232.520213,1096,11711.5444245703
"95",11143,2.99,0.17,98.62,0.44,0.74,15.21,6.09,37549,86.93,2.8,41.69,17,5.41,9.76,43057,14616,14706,4500,3822,20214,265,13890,7,4.37,14.45,19.28,6.97,69.95,21.58,23.4,15.88,22.05,7.21,25.55,9.75,3.31,80.62,82.51,89.31,78.87,66.83,77.41,0.98,0.879475904155075,0,0,0.24,4.77,3.8,2.93,3.16,2.25,80.4,2.25,36.75,3,155,96.01,74.52,0,29.03,1978,1,0.34,86000,436,471,26.7,21.5,11.6,0.87,79.71,43.12,59.89,92.37,44.2,252.1,0.34,0,616.5320766912,131,26,891,798,200,3,6941.8655361321,825
"96",19438,2.27,13.98,79.77,5.02,3.02,8.79,6.15,44002,92.63,0.11,48.09,11.19,2.36,10.93,49133,21615,22599,18861,13023,16008,282,14580,3.5,3.77,13.22,36.09,2.22,82.95,8.68,24.72,6.75,38.56,13.13,35.64,16.5,2.86,72.24,70.54,86.76,73.88,73.59,79.37,5.61,7.05319477312481,51.57,3.64,1.13,2.73,1.57,2.25,2.34,2.14,55.19,2.96,56.14,2,498,94.5,52.99,1,17.27,1977,1.66,0.09,120900,587,627,24.1,24.1,11.2,7.05,31.02,29.02,58.34,74.81,3.3,5924.1,4.5,1,157,369,411,290,1275,135,1821.0938694,1539,18114.4864152691
"97",14579,2.54,7.31,91.15,1.17,0.77,12.29,13.53,32733,76.41,1.56,56.65,28.21,3.92,19.51,41694,15338,15552,11698,1695,19525,999,10128,9,7.85,15.12,33.78,4.28,61.6,17.59,32.86,10.74,37.53,7.99,30.3,10.37,2.98,80.26,78.42,96.42,80.18,57.74,69.23,1.72,2.00288085602579,60.96,1.22,0.28,2.92,2.04,2.43,2.58,2.08,74.63,1.31,50.73,2,373,93.89,70.29,1.07,32.71,1958,1.74,0.56,65100,356,435,25,19,12.7,2,64.89,51.66,81.05,87.93,9,1612.7,0.64,1,420.6776396738,353,203,855,882,138,50,6706.06790365457,746
"98",169759,2.66,4.52,87.08,2.81,9.58,16.02,14.03,28955,72.26,0.6,36.73,31.3,12.78,17.29,36261,13393,14282,9120,6107,8681,1029,5605,15.3,10.96,27.09,21.05,8.27,56,18.56,30.55,13.73,26.68,8.93,41.92,12.3,3.09,62.7,59.7,67.72,64.44,51.65,61.95,6.24,8.87846888824746,41.66,3.7,3.59,5.33,3.42,2.46,2.65,2.32,46.64,3.3,53.88,2,5452,92.14,43.29,3.14,38.99,1941,4.09,0.36,128900,451,527,26.9,21.2,13.7,8.88,70.02,52.72,82.3,87.36,38.9,4362.9,4.23,12,153,337,262.286666666667,455,1041,150,853.9203166,450.218643292354,1472.6290309203
"99",20585,2.43,8.79,88.47,0.35,5.09,11.99,16.81,21310,65.76,0.52,40.46,38.58,10.65,27.55,28261,10796,11434,5550,8916,7176,1107,7592,16.68,14.23,34.17,9.59,8.55,51.86,16.95,25.09,17.29,16.2,9.24,34.71,11.48,3.08,63.07,62.26,71.25,73.15,51.27,59.44,5.24,5.86349283458829,10.44,0.61,1.95,5.61,3.64,2.41,2.57,2.19,61.38,2.84,44.08,3,527,94.14,57.47,5.69,36.24,1949,4.65,0.55,58200,255,339,26.1,16.8,14.6,5.86,82.44,69.86,95.81,97.39,6.3,3246,6.18,0,78,234,217,247,866,89,1246.7471688,332,11895.7841573962
"100",36426,2.44,17.07,82.14,0.43,0.49,15.39,14.84,21459,70.41,1.13,36.33,33.15,7.91,19.04,28816,11854,12825,7134,6372,20341,1516,6965,18.55,13.57,29.79,22.56,6.99,54.09,20.17,24.88,17.44,26.93,8.8,27.72,12.7,2.94,69.83,65.73,79.83,72.79,65.84,66.53,3.85,0.645143578762422,36.17,0.23,0.25,2.89,1.94,2.35,2.48,2.15,63.84,1.5,43.25,3,1003,93.7,60.5,1.69,36.99,1962,6.41,0.4,53400,226,305,26.2,17.5,12.6,0.64,72.79,51.56,79.81,89.33,24.3,1496.5,0.07,4,167,207,142,458,185,536,890.9794536,1509,5682.69767089442
"101",13083,2.95,1.47,97.91,0.26,0.68,12.77,6.89,48481,87.96,1.02,51.1,17.82,2.82,14.23,52105,18058,18308,3555,5931,16707,357,20874,3.23,3.62,15.53,21.92,3.55,69.89,27.64,23.59,11.15,28.31,8.69,24.75,7.75,3.18,89.01,86.25,96.31,86.67,65.09,70.67,0.58,2.61407933960101,18.71,0.49,0.12,3.99,3.31,2.89,2.92,2.62,90.49,1.42,30.04,3,655,87.13,89.52,0.31,45.95,1971,1.15,0.39,100200,467,534,23.8,20,14.3,2.61,75.83,51.61,67,93.56,33.6,389.8,0.23,0,1162.9319978917,131,26,650,510,215,79,10088.909255459,357
"102",33485,2.47,1.64,95.09,2.55,1.13,12.44,15.06,37862,80.37,1.04,63.17,28.86,3.28,18.25,47077,18593,18834,12789,10428,14394,159,8213,3.71,4.04,11.41,34.55,3.56,66.8,17.44,30,6.44,38.04,6.04,30.82,9.09,2.9,79.49,80.75,82.39,83.77,71.63,77.09,1.25,3.77183813647902,34.13,1.29,0.66,2.72,1.81,2.37,2.65,1.76,76.57,1.13,46.79,3,654,95.4,68.44,0.15,14.83,1964,0.49,0.27,97000,483,507,26.8,18.6,11.5,3.77,68.62,58.1,78.99,90.3,13.7,2440.2,3.4,0,1812.5970387831,18,150,254,357,84,173,5914.87841954039,1666
"103",33510,2.47,7.76,87.03,1.67,10.77,9.81,14.98,41495,75.22,0.35,47.82,29.56,5.91,12.85,51090,20993,22421,10722,7494,19446,1601,12306,8.31,6.43,17.01,28.67,5.54,60.41,9.97,25.96,9.93,32.9,9.65,36.38,11.67,3.05,74.22,69.11,91.68,70.36,46.36,61.72,2.95,13.942106833781,34.27,4.78,2.98,6.35,3.77,2.35,2.56,2.14,55.35,6.25,62.29,2,1766,88.5,50.9,3.74,59.68,1955,1.63,0.29,187600,678,758,27.9,23.3,16.9,13.94,72.49,55.11,82.37,93.36,2.2,15151.9,21.82,2,3,322,488,387,1068,208,1047.8864412,1111,8089.78347120263
"104",14731,2.92,0.55,98.29,0.86,0.92,20.52,5.31,39308,88.67,1.12,40.68,12.98,3.27,10.97,43529,15208,15321,7417,17500,10550,784,7964,4.44,4.88,10.21,28.3,3.76,71.51,14.39,26.89,9.99,31.82,7.97,38.69,11.34,3.05,77.39,78.06,83.6,82.35,69.42,79.41,2.52,3.66573891792818,44.44,1.63,0.11,2.48,1.78,2.62,2.77,2.27,74.49,1.19,48.18,3,875,85.22,70.56,5.6,56.91,1972,1.23,0.46,120500,473,550,23.7,21.2,13.8,3.67,59.41,45,75.14,80.67,38.3,384.7,0.69,0,78,2,3,63,838,74,2447.183516,812,23231.169072025
"105",21907,2.34,0.21,98.16,1.19,0.87,12.34,19.67,22257,66.84,1.03,46.94,41.28,7.73,23.35,28164,11811,11948,4940,1798,3528,829,2932,10.27,12.26,24.27,15.19,4.37,53.81,22.16,28.92,17.42,21.3,7.56,24.08,9.72,2.88,73.64,73.37,85.42,72.49,68.34,74.17,0.92,1.33747204090017,55.97,0.75,0.69,2.85,1.87,2.28,2.45,1.85,78.16,1.17,49.04,3,451,95.4,72.96,1.55,43.9,1950,2.86,0.16,43000,236,276,27.2,16.4,12.1,1.34,71.16,60.54,84.53,91.41,10,2182.7,0.33,0,471.3527944548,300,289,110,1169,413,50,4840.24647124116,899
"106",49366,2.49,1.24,97.32,1.02,0.99,10.24,16.66,40041,74.71,0.11,70.19,35.14,2.51,20.19,47647,19065,19251,12108,8663,11212,1080,12973,3.29,4.53,11.27,38.46,2.26,62.35,16.1,34.1,7.43,41.5,5.66,26.82,8.8,2.97,83.79,82.11,96.01,82.18,67.74,74.67,1.07,3.87108536239517,17.11,0.66,0.91,3.35,2.26,2.39,2.66,1.78,76.7,0.49,40.21,3,441,97.83,68.69,0,23.13,1949,0.41,0.16,89300,460,526,25.5,20.6,13.4,3.87,76.32,59.06,85.81,93.25,13.7,3598.8,2.7,3,133,327,51,486,245,203,1211.3661814,457,4345.83758335697
"107",14903,2.27,0.89,97.86,0.9,1.02,8.56,24.63,33098,63.57,0.3,62.95,47.63,2.5,29.97,41855,16920,16872,20311,9283,20527,616,7883,4.42,7.82,22.85,17.18,4.24,52.93,15.55,26.86,9.23,28.66,6.68,26.16,9.18,2.89,80.65,81.14,95.7,77.35,63.01,69.15,0.67,8.34731262161981,2.33,0.19,0.98,3.01,1.93,2.25,2.38,1.67,85.58,1.03,42.56,3,172,97.45,80.63,0,26.74,1954,0.18,0.07,66300,508,576,24.9,18.6,14.4,8.35,77.8,65.69,86.5,96.86,2.7,5560.8,1.75,0,1405.6706462921,275,171,805,364,254,122,12424.8181325377,163
"108",496938,2.64,61.92,34.92,1.95,3.47,15.53,11.67,18477,68.84,0.5,27.96,27.99,14.8,13.75,22182,11372,20185,6539,11734,7265,219,11483,31.63,13.24,31.86,22.44,12.41,50.77,6.84,32.14,11.23,30.59,12.78,41.89,17.04,3.3,46.17,39.52,51.36,45.79,59.03,64.79,13.04,4.182413097811,39.87,1.67,1.36,8.72,5.51,2.55,2.67,2.45,45.81,7.91,62.37,2,37338,83.45,43.71,17.54,52.46,1951,7.98,0.92,69600,277,379,31.2,23.2,14.2,4.18,77.39,54.71,87.3,92.49,187.2,2655.3,17.06,395,77,304,350,48,522,636,1640.8326332,610,572.874811988618
"109",34311,3.09,79.42,20.14,0.03,0.33,18.76,10.16,11576,66.7,0.33,7.91,30.77,21.41,13.48,13785,5820,8325,5181,7558,773,860,8136,44.08,17.48,46.29,5.15,17.87,44.58,17.01,25.68,23.36,12.23,12.91,38.45,18.34,3.54,43.49,35.57,44.04,45.59,56.03,61.39,13.81,0.177785549823672,55.74,0.1,0.24,11.15,8.62,3.03,3,3.09,56.72,8.25,46.39,3,1916,85.3,57.45,18.63,65.4,1958,13.46,1.4,35000,120,242,35.1,24.2,16.7,0.18,88.43,58.72,93.98,95.82,26.3,1304.6,3.29,7,91,236,451,188,288,429,1056.8365724,929,5717.80645390691
"110",19899,2.79,7.51,90.43,0.82,2.18,14.58,10.82,31250,82.46,0.27,37.63,24.32,8.71,17.82,35327,12996,13242,10430,23731,5321,1386,10767,9.58,9.34,29.61,9.81,7.4,59.05,29.5,19.22,22.03,16.49,12.08,30.31,15.54,3.19,68.87,67.54,84.15,72.53,54.33,63.39,3.72,3.26649580380924,18.15,0.59,0.73,5.63,4.13,2.7,2.93,2.28,69.44,4.16,44.94,3,187,97.45,63.86,1.07,22.99,1956,2.96,0.76,48700,358,400,23.7,16.3,12.4,3.27,74.23,57.4,91.57,96.39,6.2,3191,0.48,1,3479.1403695358,323,29,249,1321,143,28,19257.9545179949,1644
"111",15216,3.43,0.32,97.84,0.93,1.01,16.73,1.66,46515,95.51,2.01,47.37,5.52,2.48,5.63,47298,15464,15659,5573,15673,5554,75,6713,3.64,2.64,9.45,16.84,5.2,79.35,23.62,19.54,14.49,23.9,5.51,24.29,5.49,3.57,91.1,89.3,95.42,89.18,69.14,76.85,1.33,0.736067297581493,5.36,0.04,0.11,6.76,6.19,3.43,3.43,3.39,94.93,1.72,12.68,3,89,98.03,94.88,0,52.81,1979,0.47,0.6,95900,462,613,27.9,22.5,11.2,0.74,80.57,49.64,77.01,94.5,35.4,430.2,1.54,0,2271.150195842,206,111,238,832,346,3,17009.3992891824,606
"112",42523,2.43,28.18,70.81,0.74,0.39,13.85,18.57,19187,64.96,0.33,27.14,41.01,10.34,20.11,23707,10772,12356,6739,6245,16298,1046,4455,20.44,16.03,38.49,10.7,8.36,47.01,26.59,21.54,25.08,19.39,11.62,26.13,13.77,2.98,63.64,56.55,69.14,69.71,56.61,63.96,4.43,1.38748442019613,65.76,0.91,0.73,4.37,2.95,2.38,2.42,2.3,65.98,2.11,47.56,3,1634,91.47,64.83,2.94,51.1,1953,8.06,0.61,36300,181,270,24.4,17.7,13.3,1.39,83.45,58.53,88.83,93.26,36.8,1154.8,0.11,9,100,119,514,899,659,426,873.219037,682,6719.23203207676
"113",18230,2.42,0.39,98.93,0.46,0.45,11.72,15.23,25434,72.91,0.84,47.11,33.08,10.93,14.85,31083,12984,13023,12319,6543,6598,2,9396,12.1,8.55,22.35,19.22,6.24,59.67,14.16,21.64,14.33,23.61,11.84,30.71,13.61,2.95,69.6,69.44,78.22,73.5,58.43,67.49,1.91,2.59462424574877,15.86,0.41,0.35,2.9,1.81,2.32,2.57,2.02,59.28,1.25,49.67,3,565,93.01,53.42,4.25,33.1,1939,7.41,1.01,95300,387,440,28.2,23.5,14.9,2.59,67.86,50.62,84.46,89.09,7.9,2307.7,0.49,1,167,3,67,238,1139,168,914.8930854,270,13493.653787164
"114",41042,2.65,2.78,94.3,2.06,1.44,14.01,7.9,39045,84.42,0.7,52.86,19.09,3.03,14.1,44381,17602,17638,15683,15589,19296,464,10128,4.21,2.73,11.36,31.3,3.99,71.18,27.38,24.99,12.65,32.18,8.11,26.43,11.89,3.12,81.33,81.27,92.13,82.45,58.06,69.66,1.05,3.18454266361288,23.03,0.73,0.6,3.43,2.54,2.64,2.9,2.01,78.45,1.4,37.25,3,666,95.87,71.62,0.15,17.42,1968,1,0.05,71800,395,434,22.6,17.3,12.4,3.18,69.54,52.2,82.09,90.79,33.4,1230.1,0.3,0,2555.2430836555,122,547,377,426,528,20,7855.95995237927,1414
"115",16322,2.52,0.14,97.84,0.5,2.4,14.78,12.55,23220,71.65,0.78,38.41,30.64,11.92,16.52,29546,11545,11506,14272,11706,16588,283,9961,15.71,7.52,24.5,11.28,12.21,57.4,35.12,21.51,27.9,18.17,10.88,27.29,15.34,3.07,67.29,66.12,70.36,75.43,60.8,70.73,3.54,1.29886043377037,17.92,0.23,0.59,3.95,2.69,2.5,2.66,2.23,67.49,1.47,44.7,3,239,96.44,63.52,1.26,45.19,1945,7.13,0.16,38000,293,361,25.6,16.5,13,1.3,85.96,56.49,86.26,94.15,5,3241.1,0,0,1781.6964071758,300,505,49,927,334,154,15847.9132898897,813
